strain,phage,interaction
ECOR20,BCH953_P3,0
ECOR18,BCH953_P3,0
ECOR19,BCH953_P3,0
NILS17,BCH953_P3,0
NILS12,BCH953_P3,0
ECOR23,BCH953_P3,0
NILS41,BCH953_P3,0
BL21,BCH953_P3,0
ECOR17,BCH953_P3,0
NILS03,BCH953_P3,0
ECOR22,BCH953_P3,0
ECOR16,BCH953_P3,0
NILS04,BCH953_P3,0
ECOR15,BCH953_P3,0
NILS43,BCH953_P3,0
NILS37,BCH953_P3,0
ECOR24,BCH953_P3,0
ROAR274,BCH953_P3,0
ECOR42,BCH953_P3,0
ROAR036,BCH953_P3,0
NILS05,BCH953_P3,0
ROAR387,BCH953_P3,0
B6A1,BCH953_P3,0
ECOR31,BCH953_P3,0
LMR3158,BCH953_P3,0
ROAR131,BCH953_P3,0
ROAR059,BCH953_P3,0
EDL933,BCH953_P3,0
ECOR37,BCH953_P3,0
ROAR029,BCH953_P3,0
ROAR012,BCH953_P3,0
NILS45,BCH953_P3,0
TW10509,BCH953_P3,0
NILS31,BCH953_P3,0
370D,BCH953_P3,0
M863,BCH953_P3,0
B49,BCH953_P3,0
ECOR54,LF7074_P1,1
ECOR52,LF7074_P1,0
ECOR51,LF7074_P1,0
ECOR55,LF7074_P1,1
ECOR57,LF7074_P1,0
NILS59,LF7074_P1,0
NILS71,LF7074_P1,1
ECOR56,LF7074_P1,0
NILS74,LF7074_P1,0
NILS79,LF7074_P1,0
NILS72,LF7074_P1,0
NILS29,LF7074_P1,0
NILS65,LF7074_P1,0
536,LF7074_P1,0
NILS81,LF7074_P1,1
NILS82,LF7074_P1,1
NILS78,LF7074_P1,0
NILS57,LF7074_P1,1
AL505,LF7074_P1,1
NILS67,LF7074_P1,1
ECOR61,LF7074_P1,1
ECOR62,LF7074_P1,1
NILS68,LF7074_P1,1
NILS21,LF7074_P1,0
NILS66,LF7074_P1,1
ECOR59,LF7074_P1,0
ECOR60,LF7074_P1,0
NILS75,LF7074_P1,1
NILS70,LF7074_P1,0
ECOR53,LF7074_P1,0
NILS54,LF7074_P1,1
T145,LF7074_P1,0
NILS62,LF7074_P1,1
MT1B1,LF7074_P1,1
NILS61,LF7074_P1,1
LF82,LF7074_P1,0
NILS26,LF7074_P1,0
NILS80,LF7074_P1,0
ED1A,LF7074_P1,0
NILS20,LF7074_P1,0
381A,LF7074_P1,0
ECOR65,LF7074_P1,0
NILS77,LF7074_P1,0
ECOR64,LF7074_P1,1
NILS28,LF7074_P1,0
NILS58,LF7074_P1,1
ECOR63,LF7074_P1,1
NILS64,LF7074_P1,0
NILS25,LF7074_P1,0
NILS55,LF7074_P1,0
NILS27,LF7074_P1,1
NILS73,LF7074_P1,0
NILS19,LF7074_P1,0
LM33,LF7074_P1,0
NILS44,LF7074_P1,0
NILS53,LF7074_P1,0
NILS76,LF7074_P1,0
NILS63,LF7074_P1,0
NILS69,LF7074_P1,0
ECOR66,LF7074_P1,0
DEC2A,LF7074_P1,0
DEC1A,LF7074_P1,0
NILS60,LF7074_P1,0
ROAR434,LF7074_P1,1
921A,LF7074_P1,0
916A,LF7074_P1,0
ECOR38,LF7074_P1,0
ECOR39,LF7074_P1,1
ECOR41,LF7074_P1,0
ECOR40,LF7074_P1,0
IAI39,LF7074_P1,1
ECOR35,LF7074_P1,0
ECOR36,LF7074_P1,1
NILS36,LF7074_P1,0
NILS01,LF7074_P1,0
NILS39,LF7074_P1,0
NILS50,LF7074_P1,0
NILS46,LF7074_P1,0
NILS18,LF7074_P1,1
ECOR47,LF7074_P1,1
ECOR44,LF7074_P1,0
NILS38,LF7074_P1,0
NILS51,LF7074_P1,0
ECOR49,LF7074_P1,0
ECOR50,LF7074_P1,0
NILS56,LF7074_P1,0
ECOR46,LF7074_P1,0
NILS42,LF7074_P1,1
NILS52,LF7074_P1,0
ECOR48,LF7074_P1,0
NILS23,LF7074_P1,0
H14,LF7074_P1,0
ROAR400,LF7074_P1,0
NILS49,LF7074_P1,0
NILS24,LF7074_P1,0
H4,LF7074_P1,0
H48,LF7074_P1,0
ECOR34,LF7074_P1,0
ECOR32,LF7074_P1,0
ECOR33,LF7074_P1,1
ECOR30,LF7074_P1,0
ECOR29,LF7074_P1,0
ECOR67,LF7074_P1,0
NILS02,LF7074_P1,0
ECOR26,LF7074_P1,0
ECOR27,LF7074_P1,0
ECOR28,LF7074_P1,0
ECOR45,LF7074_P1,1
55989,LF7074_P1,0
NILS33,LF7074_P1,0
ECOR69,LF7074_P1,0
ECOR58,LF7074_P1,0
ECOR72,LF7074_P1,0
NILS47,LF7074_P1,0
ECOR70,LF7074_P1,0
ECOR71,LF7074_P1,0
NILS15,LF7074_P1,0
NILS48,LF7074_P1,0
NILS34,LF7074_P1,0
NILS40,LF7074_P1,0
ECOR11,LF7074_P1,1
NILS09,LF7074_P1,1
NILS30,LF7074_P1,1
NILS32,LF7074_P1,0
NILS06,LF7074_P1,0
NILS22,LF7074_P1,0
NILS16,LF7074_P1,0
NILS35,LF7074_P1,1
ECOR10,LF7074_P1,0
ECOR12,LF7074_P1,1
ECOR25,LF7074_P1,0
NILS13,LF7074_P1,0
NILS10,LF7074_P1,0
NILS07,LF7074_P1,0
NILS14,LF7074_P1,0
ECOR13,LF7074_P1,0
NILS11,LF7074_P1,1
ECOR14,LF7074_P1,0
NILS08,LF7074_P1,0
ECOR21,LF7074_P1,0
ECOR20,LF7074_P1,0
ECOR18,LF7074_P1,1
ECOR19,LF7074_P1,0
NILS17,LF7074_P1,0
NILS12,LF7074_P1,0
ECOR23,LF7074_P1,0
NILS41,LF7074_P1,0
BL21,LF7074_P1,1
ECOR17,LF7074_P1,0
NILS03,LF7074_P1,0
ECOR22,LF7074_P1,0
ECOR16,LF7074_P1,1
NILS04,LF7074_P1,0
ECOR15,LF7074_P1,0
NILS43,LF7074_P1,0
NILS37,LF7074_P1,0
ECOR24,LF7074_P1,1
ROAR274,LF7074_P1,1
ECOR42,LF7074_P1,0
ROAR036,LF7074_P1,0
NILS05,LF7074_P1,0
ROAR387,LF7074_P1,0
B6A1,LF7074_P1,0
ECOR31,LF7074_P1,0
LMR3158,LF7074_P1,1
ROAR131,LF7074_P1,0
ROAR059,LF7074_P1,0
EDL933,LF7074_P1,0
ECOR37,LF7074_P1,0
ROAR029,LF7074_P1,0
ROAR012,LF7074_P1,1
NILS45,LF7074_P1,1
TW10509,LF7074_P1,1
NILS31,LF7074_P1,0
370D,LF7074_P1,0
M863,LF7074_P1,0
B49,LF7074_P1,0
ECOR54,LF7074_P2,0
ECOR52,LF7074_P2,0
ECOR51,LF7074_P2,0
ECOR55,LF7074_P2,0
ECOR57,LF7074_P2,0
NILS59,LF7074_P2,0
NILS71,LF7074_P2,0
ECOR56,LF7074_P2,0
NILS74,LF7074_P2,0
NILS79,LF7074_P2,0
NILS72,LF7074_P2,0
NILS29,LF7074_P2,0
NILS65,LF7074_P2,0
536,LF7074_P2,0
NILS81,LF7074_P2,0
NILS82,LF7074_P2,0
NILS78,LF7074_P2,0
NILS57,LF7074_P2,0
AL505,LF7074_P2,0
NILS67,LF7074_P2,0
ECOR61,LF7074_P2,1
ECOR62,LF7074_P2,0
NILS68,LF7074_P2,0
NILS21,LF7074_P2,0
NILS66,LF7074_P2,0
ECOR59,LF7074_P2,0
ECOR60,LF7074_P2,0
NILS75,LF7074_P2,0
NILS70,LF7074_P2,0
ECOR53,LF7074_P2,0
NILS54,LF7074_P2,0
T145,LF7074_P2,0
NILS62,LF7074_P2,0
MT1B1,LF7074_P2,0
NILS61,LF7074_P2,0
LF82,LF7074_P2,0
NILS26,LF7074_P2,0
NILS80,LF7074_P2,0
ED1A,LF7074_P2,0
NILS20,LF7074_P2,0
381A,LF7074_P2,0
ECOR65,LF7074_P2,0
NILS77,LF7074_P2,0
ECOR64,LF7074_P2,0
NILS28,LF7074_P2,0
NILS58,LF7074_P2,0
ECOR63,LF7074_P2,0
NILS64,LF7074_P2,0
NILS25,LF7074_P2,0
NILS55,LF7074_P2,0
NILS27,LF7074_P2,0
NILS73,LF7074_P2,0
NILS19,LF7074_P2,0
LM33,LF7074_P2,0
NILS44,LF7074_P2,0
NILS53,LF7074_P2,0
NILS76,LF7074_P2,0
NILS63,LF7074_P2,0
NILS69,LF7074_P2,0
ECOR66,LF7074_P2,0
DEC2A,LF7074_P2,0
DEC1A,LF7074_P2,0
NILS60,LF7074_P2,0
ROAR434,LF7074_P2,0
921A,LF7074_P2,0
916A,LF7074_P2,0
ECOR38,LF7074_P2,0
ECOR39,LF7074_P2,0
ECOR41,LF7074_P2,0
ECOR40,LF7074_P2,0
IAI39,LF7074_P2,0
ECOR35,LF7074_P2,0
ECOR36,LF7074_P2,0
NILS36,LF7074_P2,0
NILS01,LF7074_P2,0
NILS39,LF7074_P2,0
NILS50,LF7074_P2,0
NILS46,LF7074_P2,0
NILS18,LF7074_P2,0
ECOR47,LF7074_P2,0
ECOR44,LF7074_P2,0
NILS38,LF7074_P2,0
NILS51,LF7074_P2,0
ECOR49,LF7074_P2,0
ECOR50,LF7074_P2,0
NILS56,LF7074_P2,0
ECOR46,LF7074_P2,0
NILS42,LF7074_P2,0
NILS52,LF7074_P2,0
ECOR48,LF7074_P2,0
NILS23,LF7074_P2,0
H14,LF7074_P2,0
ROAR400,LF7074_P2,0
NILS49,LF7074_P2,0
NILS24,LF7074_P2,0
H4,LF7074_P2,0
H48,LF7074_P2,0
ECOR34,LF7074_P2,0
ECOR32,LF7074_P2,0
ECOR33,LF7074_P2,0
ECOR30,LF7074_P2,0
ECOR29,LF7074_P2,0
ECOR67,LF7074_P2,0
NILS02,LF7074_P2,0
ECOR26,LF7074_P2,0
ECOR27,LF7074_P2,0
ECOR28,LF7074_P2,0
ECOR45,LF7074_P2,0
55989,LF7074_P2,0
NILS33,LF7074_P2,0
ECOR69,LF7074_P2,0
ECOR58,LF7074_P2,0
ECOR72,LF7074_P2,0
NILS47,LF7074_P2,0
ECOR70,LF7074_P2,0
ECOR71,LF7074_P2,0
NILS15,LF7074_P2,0
NILS48,LF7074_P2,0
NILS34,LF7074_P2,0
NILS40,LF7074_P2,0
ECOR11,LF7074_P2,1
NILS09,LF7074_P2,1
NILS30,LF7074_P2,1
NILS32,LF7074_P2,0
NILS06,LF7074_P2,0
NILS22,LF7074_P2,0
NILS16,LF7074_P2,0
NILS35,LF7074_P2,0
ECOR10,LF7074_P2,0
ECOR12,LF7074_P2,1
ECOR25,LF7074_P2,0
NILS13,LF7074_P2,0
NILS10,LF7074_P2,0
NILS07,LF7074_P2,0
NILS14,LF7074_P2,0
ECOR13,LF7074_P2,0
NILS11,LF7074_P2,0
ECOR14,LF7074_P2,0
NILS08,LF7074_P2,0
ECOR21,LF7074_P2,0
ECOR20,LF7074_P2,0
ECOR18,LF7074_P2,0
ECOR19,LF7074_P2,0
NILS17,LF7074_P2,0
NILS12,LF7074_P2,0
ECOR23,LF7074_P2,0
NILS41,LF7074_P2,0
BL21,LF7074_P2,0
ECOR17,LF7074_P2,0
NILS03,LF7074_P2,0
ECOR22,LF7074_P2,0
ECOR16,LF7074_P2,0
NILS04,LF7074_P2,0
ECOR15,LF7074_P2,0
NILS43,LF7074_P2,0
NILS37,LF7074_P2,0
ECOR24,LF7074_P2,0
ROAR274,LF7074_P2,0
ECOR42,LF7074_P2,0
ROAR036,LF7074_P2,0
NILS05,LF7074_P2,0
ROAR387,LF7074_P2,0
B6A1,LF7074_P2,0
ECOR31,LF7074_P2,0
LMR3158,LF7074_P2,1
ROAR131,LF7074_P2,0
ROAR059,LF7074_P2,0
EDL933,LF7074_P2,0
ECOR37,LF7074_P2,0
ROAR029,LF7074_P2,0
ROAR012,LF7074_P2,0
NILS45,LF7074_P2,0
TW10509,LF7074_P2,0
NILS31,LF7074_P2,0
370D,LF7074_P2,0
M863,LF7074_P2,0
B49,LF7074_P2,0
ECOR54,LF7074_P3,0
ECOR52,LF7074_P3,0
ECOR51,LF7074_P3,0
ECOR55,LF7074_P3,0
ECOR57,LF7074_P3,0
NILS59,LF7074_P3,0
NILS71,LF7074_P3,0
ECOR56,LF7074_P3,0
NILS74,LF7074_P3,0
NILS79,LF7074_P3,0
NILS72,LF7074_P3,0
NILS29,LF7074_P3,0
NILS65,LF7074_P3,0
536,LF7074_P3,0
NILS81,LF7074_P3,0
NILS82,LF7074_P3,1
NILS78,LF7074_P3,0
NILS57,LF7074_P3,1
AL505,LF7074_P3,1
NILS67,LF7074_P3,1
ECOR61,LF7074_P3,1
ECOR62,LF7074_P3,1
NILS68,LF7074_P3,1
NILS21,LF7074_P3,0
NILS66,LF7074_P3,0
ECOR59,LF7074_P3,0
ECOR60,LF7074_P3,0
NILS75,LF7074_P3,0
NILS70,LF7074_P3,0
ECOR53,LF7074_P3,0
NILS54,LF7074_P3,1
T145,LF7074_P3,0
NILS62,LF7074_P3,0
MT1B1,LF7074_P3,0
NILS61,LF7074_P3,0
LF82,LF7074_P3,0
NILS26,LF7074_P3,0
NILS80,LF7074_P3,0
ED1A,LF7074_P3,0
NILS20,LF7074_P3,0
381A,LF7074_P3,0
ECOR65,LF7074_P3,0
NILS77,LF7074_P3,0
ECOR64,LF7074_P3,0
NILS28,LF7074_P3,0
NILS58,LF7074_P3,0
ECOR63,LF7074_P3,0
NILS64,LF7074_P3,0
NILS25,LF7074_P3,0
NILS55,LF7074_P3,0
NILS27,LF7074_P3,0
NILS73,LF7074_P3,0
NILS19,LF7074_P3,0
LM33,LF7074_P3,0
NILS44,LF7074_P3,0
NILS53,LF7074_P3,0
NILS76,LF7074_P3,0
NILS63,LF7074_P3,0
NILS69,LF7074_P3,0
ECOR66,LF7074_P3,0
DEC2A,LF7074_P3,0
DEC1A,LF7074_P3,0
NILS60,LF7074_P3,0
ROAR434,LF7074_P3,0
921A,LF7074_P3,0
916A,LF7074_P3,0
ECOR38,LF7074_P3,0
ECOR39,LF7074_P3,1
ECOR41,LF7074_P3,0
ECOR40,LF7074_P3,0
IAI39,LF7074_P3,1
ECOR35,LF7074_P3,0
ECOR36,LF7074_P3,1
NILS36,LF7074_P3,0
NILS01,LF7074_P3,0
NILS39,LF7074_P3,0
NILS50,LF7074_P3,0
NILS46,LF7074_P3,1
NILS18,LF7074_P3,0
ECOR47,LF7074_P3,0
ECOR44,LF7074_P3,0
NILS38,LF7074_P3,0
NILS51,LF7074_P3,0
ECOR49,LF7074_P3,0
ECOR50,LF7074_P3,0
NILS56,LF7074_P3,0
ECOR46,LF7074_P3,0
NILS42,LF7074_P3,0
NILS52,LF7074_P3,1
ECOR48,LF7074_P3,0
NILS23,LF7074_P3,0
H14,LF7074_P3,0
ROAR400,LF7074_P3,0
NILS49,LF7074_P3,0
NILS24,LF7074_P3,0
H4,LF7074_P3,0
H48,LF7074_P3,0
ECOR34,LF7074_P3,0
ECOR32,LF7074_P3,0
ECOR33,LF7074_P3,0
ECOR30,LF7074_P3,0
ECOR29,LF7074_P3,0
ECOR67,LF7074_P3,0
NILS02,LF7074_P3,0
ECOR26,LF7074_P3,0
ECOR27,LF7074_P3,0
ECOR28,LF7074_P3,0
ECOR45,LF7074_P3,1
55989,LF7074_P3,0
NILS33,LF7074_P3,0
ECOR69,LF7074_P3,0
ECOR58,LF7074_P3,0
ECOR72,LF7074_P3,0
NILS47,LF7074_P3,0
ECOR70,LF7074_P3,0
ECOR71,LF7074_P3,0
NILS15,LF7074_P3,0
NILS48,LF7074_P3,0
NILS34,LF7074_P3,0
NILS40,LF7074_P3,0
ECOR11,LF7074_P3,0
NILS09,LF7074_P3,0
NILS30,LF7074_P3,0
NILS32,LF7074_P3,0
NILS06,LF7074_P3,0
NILS22,LF7074_P3,0
NILS16,LF7074_P3,0
NILS35,LF7074_P3,0
ECOR10,LF7074_P3,0
ECOR12,LF7074_P3,0
ECOR25,LF7074_P3,0
NILS13,LF7074_P3,0
NILS10,LF7074_P3,0
NILS07,LF7074_P3,0
NILS14,LF7074_P3,0
ECOR13,LF7074_P3,0
NILS11,LF7074_P3,1
ECOR14,LF7074_P3,0
NILS08,LF7074_P3,0
ECOR21,LF7074_P3,0
ECOR20,LF7074_P3,0
ECOR18,LF7074_P3,0
ECOR19,LF7074_P3,0
NILS17,LF7074_P3,0
NILS12,LF7074_P3,0
ECOR23,LF7074_P3,0
NILS41,LF7074_P3,0
BL21,LF7074_P3,0
ECOR17,LF7074_P3,0
NILS03,LF7074_P3,0
ECOR22,LF7074_P3,0
ECOR16,LF7074_P3,0
NILS04,LF7074_P3,0
ECOR15,LF7074_P3,0
NILS43,LF7074_P3,0
NILS37,LF7074_P3,0
ECOR24,LF7074_P3,0
ROAR274,LF7074_P3,0
ECOR42,LF7074_P3,0
ROAR036,LF7074_P3,0
NILS05,LF7074_P3,0
ROAR387,LF7074_P3,0
B6A1,LF7074_P3,0
ECOR31,LF7074_P3,0
LMR3158,LF7074_P3,0
ROAR131,LF7074_P3,0
ROAR059,LF7074_P3,0
EDL933,LF7074_P3,0
ECOR37,LF7074_P3,0
ROAR029,LF7074_P3,0
ROAR012,LF7074_P3,0
NILS45,LF7074_P3,0
TW10509,LF7074_P3,0
NILS31,LF7074_P3,0
370D,LF7074_P3,0
M863,LF7074_P3,0
B49,LF7074_P3,0
ECOR54,LM02_P1,0
ECOR52,LM02_P1,0
ECOR51,LM02_P1,1
ECOR55,LM02_P1,1
ECOR57,LM02_P1,0
NILS59,LM02_P1,0
NILS71,LM02_P1,0
ECOR56,LM02_P1,0
NILS74,LM02_P1,1
NILS79,LM02_P1,0
NILS72,LM02_P1,0
NILS29,LM02_P1,0
NILS65,LM02_P1,0
536,LM02_P1,0
NILS81,LM02_P1,0
NILS82,LM02_P1,0
NILS78,LM02_P1,0
NILS57,LM02_P1,0
AL505,LM02_P1,0
NILS67,LM02_P1,0
ECOR61,LM02_P1,0
ECOR62,LM02_P1,0
NILS68,LM02_P1,0
NILS21,LM02_P1,0
NILS66,LM02_P1,0
ECOR59,LM02_P1,0
ECOR60,LM02_P1,1
NILS75,LM02_P1,0
NILS70,LM02_P1,0
ECOR53,LM02_P1,0
NILS54,LM02_P1,0
T145,LM02_P1,0
NILS62,LM02_P1,0
MT1B1,LM02_P1,0
NILS61,LM02_P1,0
LF82,LM02_P1,0
NILS26,LM02_P1,0
NILS80,LM02_P1,0
ED1A,LM02_P1,0
NILS20,LM02_P1,0
381A,LM02_P1,0
ECOR65,LM02_P1,0
NILS77,LM02_P1,0
ECOR64,LM02_P1,1
NILS28,LM02_P1,0
NILS58,LM02_P1,0
ECOR63,LM02_P1,0
NILS64,LM02_P1,1
NILS25,LM02_P1,0
NILS55,LM02_P1,0
NILS27,LM02_P1,1
NILS73,LM02_P1,1
NILS19,LM02_P1,0
LM33,LM02_P1,0
NILS44,LM02_P1,0
NILS53,LM02_P1,0
NILS76,LM02_P1,0
NILS63,LM02_P1,0
NILS69,LM02_P1,0
ECOR66,LM02_P1,0
DEC2A,LM02_P1,0
DEC1A,LM02_P1,0
NILS60,LM02_P1,0
ROAR434,LM02_P1,1
921A,LM02_P1,0
916A,LM02_P1,0
ECOR38,LM02_P1,0
ECOR39,LM02_P1,0
ECOR41,LM02_P1,0
ECOR40,LM02_P1,0
IAI39,LM02_P1,0
ECOR35,LM02_P1,0
ECOR36,LM02_P1,0
NILS36,LM02_P1,0
NILS01,LM02_P1,0
NILS39,LM02_P1,0
NILS50,LM02_P1,0
NILS46,LM02_P1,0
NILS18,LM02_P1,0
ECOR47,LM02_P1,0
ECOR44,LM02_P1,0
NILS38,LM02_P1,0
NILS51,LM02_P1,0
ECOR49,LM02_P1,0
ECOR50,LM02_P1,0
NILS56,LM02_P1,0
ECOR46,LM02_P1,0
NILS42,LM02_P1,0
NILS52,LM02_P1,0
ECOR48,LM02_P1,0
NILS23,LM02_P1,0
H14,LM02_P1,0
ROAR400,LM02_P1,0
NILS49,LM02_P1,0
NILS24,LM02_P1,0
H4,LM02_P1,0
H48,LM02_P1,0
ECOR34,LM02_P1,1
ECOR32,LM02_P1,0
ECOR33,LM02_P1,0
ECOR30,LM02_P1,0
ECOR29,LM02_P1,0
ECOR67,LM02_P1,0
NILS02,LM02_P1,0
ECOR26,LM02_P1,0
ECOR27,LM02_P1,0
ECOR28,LM02_P1,0
ECOR45,LM02_P1,0
55989,LM02_P1,0
NILS33,LM02_P1,0
ECOR69,LM02_P1,0
ECOR58,LM02_P1,0
ECOR72,LM02_P1,0
NILS47,LM02_P1,0
ECOR70,LM02_P1,0
ECOR71,LM02_P1,0
NILS15,LM02_P1,0
NILS48,LM02_P1,0
NILS34,LM02_P1,0
NILS40,LM02_P1,0
ECOR11,LM02_P1,1
NILS09,LM02_P1,0
NILS30,LM02_P1,0
NILS32,LM02_P1,0
NILS06,LM02_P1,0
NILS22,LM02_P1,0
NILS16,LM02_P1,0
NILS35,LM02_P1,0
ECOR10,LM02_P1,0
ECOR12,LM02_P1,0
ECOR25,LM02_P1,0
NILS13,LM02_P1,0
NILS10,LM02_P1,0
NILS07,LM02_P1,0
NILS14,LM02_P1,0
ECOR13,LM02_P1,0
NILS11,LM02_P1,0
ECOR14,LM02_P1,0
NILS08,LM02_P1,0
ECOR21,LM02_P1,0
ECOR20,LM02_P1,0
ECOR18,LM02_P1,0
ECOR19,LM02_P1,0
NILS17,LM02_P1,0
NILS12,LM02_P1,0
ECOR23,LM02_P1,0
NILS41,LM02_P1,0
BL21,LM02_P1,0
ECOR17,LM02_P1,0
NILS03,LM02_P1,0
ECOR22,LM02_P1,0
ECOR16,LM02_P1,1
NILS04,LM02_P1,0
ECOR15,LM02_P1,0
NILS43,LM02_P1,0
NILS37,LM02_P1,0
ECOR24,LM02_P1,0
ROAR274,LM02_P1,0
ECOR42,LM02_P1,0
ROAR036,LM02_P1,0
NILS05,LM02_P1,0
ROAR387,LM02_P1,0
B6A1,LM02_P1,0
ECOR31,LM02_P1,0
LMR3158,LM02_P1,0
ROAR131,LM02_P1,1
ROAR059,LM02_P1,0
EDL933,LM02_P1,0
ECOR37,LM02_P1,0
ROAR029,LM02_P1,0
ROAR012,LM02_P1,0
NILS45,LM02_P1,1
TW10509,LM02_P1,0
NILS31,LM02_P1,0
370D,LM02_P1,0
M863,LM02_P1,0
B49,LM02_P1,0
ECOR54,LM08_P1,0
ECOR52,LM08_P1,0
ECOR51,LM08_P1,0
ECOR55,LM08_P1,1
ECOR57,LM08_P1,0
NILS59,LM08_P1,0
NILS71,LM08_P1,0
ECOR56,LM08_P1,0
NILS74,LM08_P1,1
NILS79,LM08_P1,0
NILS72,LM08_P1,0
NILS29,LM08_P1,0
NILS65,LM08_P1,0
536,LM08_P1,0
NILS81,LM08_P1,0
NILS82,LM08_P1,1
NILS78,LM08_P1,0
NILS57,LM08_P1,1
AL505,LM08_P1,1
NILS67,LM08_P1,1
ECOR61,LM08_P1,1
ECOR62,LM08_P1,1
NILS68,LM08_P1,1
NILS21,LM08_P1,0
NILS66,LM08_P1,0
ECOR59,LM08_P1,0
ECOR60,LM08_P1,1
NILS75,LM08_P1,0
NILS70,LM08_P1,0
ECOR53,LM08_P1,0
NILS54,LM08_P1,1
T145,LM08_P1,0
NILS62,LM08_P1,0
MT1B1,LM08_P1,0
NILS61,LM08_P1,0
LF82,LM08_P1,1
NILS26,LM08_P1,0
NILS80,LM08_P1,0
ED1A,LM08_P1,0
NILS20,LM08_P1,0
381A,LM08_P1,0
ECOR65,LM08_P1,0
NILS77,LM08_P1,0
ECOR64,LM08_P1,0
NILS28,LM08_P1,0
NILS58,LM08_P1,0
ECOR63,LM08_P1,0
NILS64,LM08_P1,1
NILS25,LM08_P1,1
NILS55,LM08_P1,1
NILS27,LM08_P1,1
NILS73,LM08_P1,1
NILS19,LM08_P1,0
LM33,LM08_P1,0
NILS44,LM08_P1,0
NILS53,LM08_P1,1
NILS76,LM08_P1,0
NILS63,LM08_P1,0
NILS69,LM08_P1,0
ECOR66,LM08_P1,0
DEC2A,LM08_P1,0
DEC1A,LM08_P1,0
NILS60,LM08_P1,0
ROAR434,LM08_P1,0
921A,LM08_P1,0
916A,LM08_P1,0
ECOR38,LM08_P1,0
ECOR39,LM08_P1,1
ECOR41,LM08_P1,0
ECOR40,LM08_P1,0
IAI39,LM08_P1,1
ECOR35,LM08_P1,0
ECOR36,LM08_P1,1
NILS36,LM08_P1,0
NILS01,LM08_P1,0
NILS39,LM08_P1,0
NILS50,LM08_P1,0
NILS46,LM08_P1,1
NILS18,LM08_P1,0
ECOR47,LM08_P1,0
ECOR44,LM08_P1,0
NILS38,LM08_P1,0
NILS51,LM08_P1,0
ECOR49,LM08_P1,0
ECOR50,LM08_P1,0
NILS56,LM08_P1,0
ECOR46,LM08_P1,0
NILS42,LM08_P1,0
NILS52,LM08_P1,1
ECOR48,LM08_P1,0
NILS23,LM08_P1,0
H14,LM08_P1,0
ROAR400,LM08_P1,0
NILS49,LM08_P1,0
NILS24,LM08_P1,0
H4,LM08_P1,0
H48,LM08_P1,0
ECOR34,LM08_P1,0
ECOR32,LM08_P1,0
ECOR33,LM08_P1,0
ECOR30,LM08_P1,0
ECOR29,LM08_P1,0
ECOR67,LM08_P1,0
NILS02,LM08_P1,0
ECOR26,LM08_P1,0
ECOR27,LM08_P1,0
ECOR28,LM08_P1,0
ECOR45,LM08_P1,1
55989,LM08_P1,0
NILS33,LM08_P1,0
ECOR69,LM08_P1,0
ECOR58,LM08_P1,0
ECOR72,LM08_P1,0
NILS47,LM08_P1,0
ECOR70,LM08_P1,0
ECOR71,LM08_P1,0
NILS15,LM08_P1,0
NILS48,LM08_P1,0
NILS34,LM08_P1,0
NILS40,LM08_P1,0
ECOR11,LM08_P1,1
NILS09,LM08_P1,0
NILS30,LM08_P1,1
NILS32,LM08_P1,0
NILS06,LM08_P1,0
NILS22,LM08_P1,0
NILS16,LM08_P1,0
NILS35,LM08_P1,0
ECOR10,LM08_P1,0
ECOR12,LM08_P1,0
ECOR25,LM08_P1,0
NILS13,LM08_P1,0
NILS10,LM08_P1,0
NILS07,LM08_P1,0
NILS14,LM08_P1,0
ECOR13,LM08_P1,0
NILS11,LM08_P1,1
ECOR14,LM08_P1,0
NILS08,LM08_P1,0
ECOR21,LM08_P1,0
ECOR20,LM08_P1,0
ECOR18,LM08_P1,0
ECOR19,LM08_P1,0
NILS17,LM08_P1,0
NILS12,LM08_P1,0
ECOR23,LM08_P1,0
NILS41,LM08_P1,0
BL21,LM08_P1,1
ECOR17,LM08_P1,0
NILS03,LM08_P1,0
ECOR22,LM08_P1,0
ECOR16,LM08_P1,0
NILS04,LM08_P1,0
ECOR15,LM08_P1,0
NILS43,LM08_P1,0
NILS37,LM08_P1,0
ECOR24,LM08_P1,1
ROAR274,LM08_P1,1
ECOR42,LM08_P1,0
ROAR036,LM08_P1,0
NILS05,LM08_P1,0
ROAR387,LM08_P1,0
B6A1,LM08_P1,0
ECOR31,LM08_P1,0
LMR3158,LM08_P1,0
ROAR131,LM08_P1,0
ROAR059,LM08_P1,0
EDL933,LM08_P1,0
ECOR37,LM08_P1,0
ROAR029,LM08_P1,0
ROAR012,LM08_P1,0
NILS45,LM08_P1,0
TW10509,LM08_P1,0
NILS31,LM08_P1,0
370D,LM08_P1,0
M863,LM08_P1,0
B49,LM08_P1,1
ECOR54,LM08_P2,0
ECOR52,LM08_P2,0
ECOR51,LM08_P2,1
ECOR55,LM08_P2,1
ECOR57,LM08_P2,0
NILS59,LM08_P2,0
NILS71,LM08_P2,0
ECOR56,LM08_P2,0
NILS74,LM08_P2,0
NILS79,LM08_P2,0
NILS72,LM08_P2,0
NILS29,LM08_P2,0
NILS65,LM08_P2,0
536,LM08_P2,1
NILS81,LM08_P2,0
NILS82,LM08_P2,0
NILS78,LM08_P2,0
NILS57,LM08_P2,0
AL505,LM08_P2,0
